iter	Passed	Remaining
284	554	1390
285	555	1387
286	557	1385
287	559	1382
288	560	1379
289	562	1376
290	564	1374
291	566	1373
292	568	1372
293	570	1370
294	572	1368
295	574	1365
296	575	1362
297	577	1360
298	579	1357
299	581	1356
300	584	1356
301	586	1355
302	588	1352
303	589	1350
304	591	1347
305	593	1345
306	594	1342
307	597	1341
308	599	1340
309	601	1339
310	603	1336
311	604	1333
312	606	1331
313	608	1328
314	609	1326
315	611	1323
316	613	1322
317	616	1321
318	619	1321
319	620	1318
320	622	1316
321	623	1313
322	625	1311
323	628	1310
324	631	1311
325	633	1310
326	635	1307
327	637	1305
328	638	1302
329	640	1300
330	642	1297
331	644	1296
332	646	1295
333	649	1294
334	650	1292
335	652	1289
336	654	1287
337	655	1284
338	657	1282
339	660	1282
340	663	1281
341	665	1279
342	666	1277
343	668	1274
344	670	1272
345	671	1269
346	674	1268
347	676	1267
348	678	1265
349	680	1263
350	682	1261
351	683	1258
352	685	1256
353	687	1254
354	689	1253
355	692	1252
356	694	1250
357	695	1248
358	697	1245
359	699	1243
360	701	1240
361	702	1238
362	704	1236
363	707	1235
364	709	1233
365	711	1232
366	713	1230
367	714	1227
368	716	1225
369	718	1223
370	721	1223
371	723	1222
372	726	1220
373	727	1218
374	729	1215
375	731	1213
376	732	1210
377	734	1208
378	737	1208
379	739	1207
380	741	1204
381	743	1202
382	744	1200
383	746	1197
384	748	1195
385	750	1193
386	752	1192
387	755	1191
388	757	1189
389	759	1187
390	760	1184
391	762	1182
392	764	1180
393	765	1177
394	768	1177
395	771	1176
396	773	1174
397	775	1172
398	776	1170
399	778	1167
400	780	1165
401	782	1164
402	785	1162
403	786	1160
404	788	1158
405	790	1156
406	791	1153
407	793	1151
408	795	1149
409	797	1146
410	799	1146
411	802	1145
412	803	1142
413	805	1140
414	807	1138
415	809	1135
416	810	1133
417	812	1131
418	815	1131
419	818	1129
420	820	1128
421	822	1126
422	824	1124
423	825	1121
424	827	1119
425	830	1119
426	833	1119
427	835	1116
428	837	1114
429	838	1112
430	840	1109
431	842	1107
432	844	1106
433	847	1105
434	849	1103
435	851	1100
436	852	1098
437	854	1096
438	856	1093
439	857	1091
440	860	1090
441	862	1089
442	864	1087
443	866	1085
444	868	1082
445	870	1080
446	871	1078
447	873	1076
448	876	1075
449	878	1073
450	880	1071
451	882	1069
452	883	1067
453	885	1065
454	887	1062
455	888	1060
456	891	1059
457	894	1058
458	895	1055
459	897	1053
460	899	1051
461	900	1048
462	902	1046
463	904	1044
464	906	1043
465	909	1042
466	911	1040
467	914	1039
468	915	1036
469	917	1034
470	918	1032
471	922	1031
472	924	1030
473	926	1028
474	928	1026
475	930	1023
476	931	1021
477	933	1019
478	935	1017
479	937	1016
480	940	1014
481	942	1012
482	943	1010
483	945	1008
484	947	1005
485	948	1003
486	950	1001
487	953	1000
488	956	999
489	958	997
490	960	995
491	961	993
492	963	990
493	965	988
494	967	987
495	970	985
496	972	983
497	973	981
498	975	979
499	977	977
500	979	975
501	980	972
502	982	971
503	985	970
504	987	968
505	989	966
506	991	963
507	993	961
508	994	959
509	996	957
510	998	955
511	1001	954
512	1003	952
513	1005	951
514	1008	949
515	1009	947
516	1011	945
517	1014	943
518	1016	942
519	1019	940
520	1020	938
521	1022	936
522	1024	934
523	1026	932
524	1028	930
525	1030	929
526	1033	927
527	1034	925
528	1036	922
529	1038	920
530	1039	918
531	1041	916
532	1043	913
533	1046	913
534	1049	911
535	1051	909
536	1052	907
537	1054	905
538	1056	903
539	1057	900
540	1059	898
541	1062	897
542	1064	896
543	1066	893
544	1068	891
545	1069	889
546	1071	887
547	1073	885
548	1075	883
549	1077	881
550	1080	880
551	1082	878
552	1084	876
553	1085	873
554	1087	871
555	1088	869
556	1091	867
557	1093	866
558	1095	864
559	1097	862
560	1099	860
561	1100	858
562	1102	855
563	1104	853
564	1106	851
565	1108	850
566	1110	848
567	1113	846
568	1115	844
569	1117	842
570	1118	840
571	1120	838
572	1123	837
573	1126	836
574	1128	834
575	1130	831
576	1131	829
577	1133	827
578	1135	825
579	1137	823
580	1140	822
581	1142	820
582	1143	818
583	1145	815
584	1147	813
585	1148	811
586	1150	809
587	1153	807
588	1155	806
589	1157	804
590	1159	802
591	1161	800
592	1162	798
593	1164	795
594	1166	793
595	1169	792
596	1172	791
597	1174	789
598	1176	787
599	1177	785
600	1179	783
601	1181	780
602	1183	779
603	1185	777
604	1187	775
605	1189	773
606	1191	771
607	1192	769
608	1194	766
609	1196	764
610	1198	762
611	1200	761
612	1202	759
613	1204	757
614	1207	755
615	1209	753
616	1210	751
617	1212	749
618	1215	748
619	1218	746
620	1220	744
621	1222	742
622	1223	740
623	1225	738
624	1227	736
625	1229	734
626	1232	733
627	1234	731
628	1236	729
629	1238	727
630	1240	725
631	1241	723
632	1243	721
633	1246	719
634	1248	717
635	1250	715
636	1252	713
637	1253	711
638	1255	709
639	1257	707
640	1259	705
641	1260	703
642	1263	701
643	1265	699
644	1266	697
645	1268	694
646	1269	692
647	1271	690
648	1273	688
649	1275	686
650	1278	685
651	1281	683
652	1282	681
653	1284	679
654	1286	677
655	1287	675
656	1289	673
657	1292	671
658	1294	669
659	1296	667
660	1298	665
661	1299	663
662	1301	661
663	1303	659
664	1304	657
665	1307	655
666	1309	653
667	1311	651
668	1313	650
669	1315	647
670	1317	645
671	1318	643
672	1320	641
673	1324	640
674	1327	639
675	1328	636
676	1330	634
677	1332	632
678	1333	630
679	1335	628
680	1337	626
681	1340	624
682	1342	623
683	1344	621
684	1346	619
685	1347	616
686	1349	614
687	1351	612
688	1353	610
689	1356	609
690	1358	607
691	1360	605
692	1361	603
693	1363	601
694	1365	599
695	1367	597
696	1370	595
697	1373	594
698	1374	591
699	1376	589
700	1378	587
701	1379	585
702	1381	583
703	1383	581
704	1386	579
705	1388	578
706	1390	576
707	1391	573
708	1393	571
709	1395	569
710	1396	567
711	1398	565
712	1401	564
713	1403	562
714	1405	560
715	1407	558
716	1410	556
717	1411	554
718	1413	552
719	1416	550
720	1419	549
721	1421	547
722	1422	545
723	1424	543
724	1426	541
725	1428	539
726	1430	537
727	1433	535
728	1435	533
729	1436	531
730	1438	529
731	1439	527
732	1441	525
733	1443	523
734	1445	521
735	1447	519
736	1450	517
737	1452	515
738	1453	513
739	1455	511
740	1457	509
741	1458	507
742	1461	505
743	1463	503
744	1466	501
745	1468	499
746	1469	497
747	1471	495
748	1473	493
749	1474	491
750	1477	490
751	1480	488
752	1481	486
753	1483	484
754	1485	481
755	1486	479
756	1488	477
757	1490	475
758	1492	473
759	1495	472
760	1496	470
761	1498	468
762	1501	466
763	1502	464
764	1504	462
765	1506	460
766	1509	458
767	1512	456
768	1513	454
769	1515	452
770	1517	450
771	1519	448
772	1520	446
773	1523	444
774	1525	442
775	1527	440
776	1529	438
777	1530	436
778	1532	434
779	1534	432
780	1535	430
781	1538	428
782	1540	426
783	1543	425
784	1544	423
785	1546	421
786	1548	419
787	1549	416
788	1551	414
789	1554	413
790	1556	411
791	1559	409
792	1560	407
793	1562	405
794	1564	403
795	1566	401
796	1568	399
797	1570	397
798	1573	395
799	1574	393
800	1576	391
801	1578	389
802	1579	387
803	1581	385
804	1583	383
805	1585	381
806	1587	379
807	1589	377
808	1591	375
809	1592	373
810	1594	371
811	1596	369
812	1597	367
813	1600	365
814	1602	363
815	1604	361
816	1607	360
817	1609	358
818	1611	356
819	1612	354
820	1615	352
821	1618	350
822	1620	348
823	1622	346
824	1624	344
825	1625	342
826	1627	340
827	1629	338
828	1632	336
829	1634	334
830	1636	332
831	1638	330
832	1639	328
833	1641	326
834	1643	324
835	1645	322
836	1648	321
837	1651	319
838	1652	317
839	1654	315
840	1656	313
841	1657	311
842	1659	309
843	1663	307
844	1665	305
845	1667	303
846	1669	301
847	1670	299
848	1672	297
849	1674	295
850	1675	293
851	1679	291
852	1681	289
853	1683	287
854	1685	285
855	1687	283
856	1688	281
857	1690	279
858	1692	277
859	1695	275
860	1697	273
861	1699	272
862	1701	270
863	1703	268
864	1704	266
865	1706	264
866	1709	262
867	1712	260
868	1714	258
869	1716	256
870	1717	254
871	1719	252
872	1721	250
873	1723	248
874	1726	246
875	1728	244
876	1730	242
877	1731	240
878	1733	238
879	1735	236
880	1736	234
881	1739	232
882	1742	230
883	1744	228
884	1746	226
885	1748	224
886	1750	222
887	1751	220
888	1754	219
889	1756	217
890	1758	215
891	1760	213
892	1761	211
893	1763	209
894	1765	207
895	1766	205
896	1769	203
897	1771	201
898	1774	199
899	1775	197
900	1777	195
901	1778	193
902	1780	191
903	1782	189
904	1784	187
905	1787	185
906	1789	183
907	1792	181
908	1793	179
909	1795	177
910	1797	175
911	1799	173
912	1802	171
913	1805	169
914	1807	167
915	1809	165
916	1811	163
917	1812	161
918	1815	160
919	1818	158
920	1820	156
921	1821	154
922	1823	152
923	1825	150
924	1826	148
925	1828	146
926	1831	144
927	1834	142
928	1836	140
929	1838	138
930	1840	136
931	1841	134
932	1843	132
933	1845	130
934	1848	128
935	1850	126
936	1851	124
937	1853	122
938	1855	120
939	1857	118
940	1858	116
941	1860	114
942	1863	112
943	1865	110
944	1867	108
945	1868	106
946	1870	104
947	1872	102
948	1874	100
949	1876	98
950	1878	96
951	1881	94
952	1883	92
953	1885	90
954	1887	88
955	1888	86
956	1890	84
957	1893	83
958	1896	81
959	1898	79
960	1900	77
961	1901	75
962	1903	73
963	1905	71
964	1907	69
965	1909	67
966	1912	65
967	1914	63
968	1916	61
969	1917	59
970	1919	57
971	1921	55
972	1923	53
973	1926	51
974	1929	49
975	1930	47
976	1932	45
977	1934	43
978	1935	41
979	1938	39
980	1940	37
981	1942	35
982	1944	33
983	1946	31
984	1947	29
985	1949	27
986	1951	25
987	1953	23
988	1956	21
989	1958	19
990	1959	17
991	1961	15
992	1963	13
993	1964	11
994	1966	9
995	1968	7
996	1971	5
997	1973	3
998	1975	1
999	1977	0
