iter	RMSE
371	23.71020501
372	23.69654949
373	23.68181875
374	23.66734015
375	23.65976951
376	23.64509384
377	23.63131952
378	23.62132069
379	23.616918
380	23.61400547
381	23.60074458
382	23.58970931
383	23.58672014
384	23.58254133
385	23.57060239
386	23.55999016
387	23.55857014
388	23.53625647
389	23.52104182
390	23.51819603
391	23.5091233
392	23.50480913
393	23.49684521
394	23.48097546
395	23.47411512
396	23.45563546
397	23.44560055
398	23.44216941
399	23.43288941
400	23.42922057
401	23.4251763
402	23.42249039
403	23.41611028
404	23.39624478
405	23.37870813
406	23.34798103
407	23.33158522
408	23.32484692
409	23.31427491
410	23.30215493
411	23.28611943
412	23.27593403
413	23.26381879
414	23.25369545
415	23.24753025
416	23.24391587
417	23.22521671
418	23.22138839
419	23.21491499
420	23.20572804
421	23.20452629
422	23.19220366
423	23.18496215
424	23.16506137
425	23.15708381
426	23.14239658
427	23.12349516
428	23.10213065
429	23.08056568
430	23.07072318
431	23.05168005
432	23.03607699
433	23.01611055
434	23.01246997
435	23.00877724
436	22.98560868
437	22.98290525
438	22.96492976
439	22.95535213
440	22.94438588
441	22.93027948
442	22.91155639
443	22.90890864
444	22.89274649
445	22.88929936
446	22.88754485
447	22.88114759
448	22.86435206
449	22.84781831
450	22.82960324
451	22.82397776
452	22.81187067
453	22.80124222
454	22.80044508
455	22.79508528
456	22.77026465
457	22.760112
458	22.75844528
459	22.75619564
460	22.75399961
461	22.72983691
462	22.7221394
463	22.68897573
464	22.67117771
465	22.65900957
466	22.65023898
467	22.62965872
468	22.61807701
469	22.60668817
470	22.60413057
471	22.59352582
472	22.57535656
473	22.55609528
474	22.53410022
475	22.52541877
476	22.52301716
477	22.48895662
478	22.47833577
479	22.47062859
480	22.46721685
481	22.43647411
482	22.42762385
483	22.41254115
484	22.4104543
485	22.40042036
486	22.39272819
487	22.39168439
488	22.37771529
489	22.36901509
490	22.34792708
491	22.32468915
492	22.31442728
493	22.29638428
494	22.29435478
495	22.27837344
496	22.27157455
497	22.24969337
498	22.2407554
499	22.22578298
500	22.21519218
501	22.18361678
502	22.15667674
503	22.14700543
504	22.13727655
505	22.12888287
506	22.12399124
507	22.10860518
508	22.09410938
509	22.07222364
510	22.04992369
511	22.02365942
512	22.01482345
513	21.99816634
514	21.98066039
515	21.97453766
516	21.96756068
517	21.9623937
518	21.95525241
519	21.93888954
520	21.91888474
521	21.90214979
522	21.88870265
523	21.86952318
524	21.85530835
525	21.84615171
526	21.83343062
527	21.82714398
528	21.81428755
529	21.81232846
530	21.79998124
531	21.79363094
532	21.78375463
533	21.77033207
534	21.7631445
535	21.75385833
536	21.74440104
537	21.73340047
538	21.72238507
539	21.70241502
540	21.68824701
541	21.67400086
542	21.66037533
543	21.65303526
544	21.64407501
545	21.6302608
546	21.62012608
547	21.61181654
548	21.59791222
549	21.59166584
550	21.58562144
551	21.57310003
552	21.55378511
553	21.54434259
554	21.53622299
555	21.51778661
556	21.49955607
557	21.48766463
558	21.48380243
559	21.47385623
560	21.46576124
561	21.44845598
562	21.43166492
563	21.41259214
564	21.40017365
565	21.39065359
566	21.36883077
567	21.36248498
568	21.34651724
569	21.33048874
570	21.31939114
571	21.30702725
572	21.29031255
573	21.26851683
574	21.26542361
575	21.25189347
576	21.23750468
577	21.22546274
578	21.21809105
579	21.2076964
580	21.19619366
581	21.18423655
582	21.17146717
583	21.16196877
584	21.15860917
585	21.15486821
586	21.14102608
587	21.12793211
588	21.11205047
589	21.10012566
590	21.08438646
591	21.07048831
592	21.06097381
593	21.04918341
594	21.03841458
595	21.03155734
596	21.01667002
597	21.0014535
598	20.99277794
599	20.98053368
600	20.97782919
601	20.96756322
602	20.95867166
603	20.94930281
604	20.9397523
605	20.91967538
606	20.91061649
607	20.90223028
608	20.89060856
609	20.88447609
610	20.86681574
611	20.85193487
612	20.84553012
613	20.84224231
614	20.82798171
615	20.8105245
616	20.79328659
617	20.77756095
618	20.76951
619	20.75657376
620	20.74701702
621	20.73819624
622	20.7267268
623	20.71057301
624	20.69695202
625	20.67917542
626	20.67277884
627	20.65991898
628	20.6462523
629	20.63879406
630	20.62422966
631	20.6123023
632	20.59509872
633	20.57921258
634	20.56531556
635	20.55711079
636	20.55451971
637	20.5460924
638	20.53873155
639	20.53101495
640	20.52492488
641	20.52332358
642	20.51448447
643	20.50837807
644	20.50690537
645	20.50087219
646	20.49578243
647	20.49266804
648	20.48014158
649	20.47094638
650	20.46019956
651	20.45281095
652	20.44771323
653	20.44077663
654	20.42900968
655	20.4184092
656	20.41486095
657	20.40137376
658	20.39652099
659	20.39272799
660	20.37512357
661	20.36281258
662	20.34992051
663	20.3307283
664	20.3222724
665	20.30393709
666	20.29504506
667	20.28003952
668	20.27189808
669	20.26729806
670	20.25302957
671	20.24086993
672	20.23119008
673	20.21298136
674	20.1967094
675	20.1879906
676	20.17368687
677	20.17321705
678	20.16378172
679	20.15566732
680	20.15521048
681	20.14489514
682	20.13054257
683	20.12286915
684	20.10866229
685	20.09290672
686	20.08387792
687	20.07795648
688	20.06460137
689	20.04937352
690	20.04183111
691	20.03064496
692	20.02472179
693	20.02130331
694	20.00906
695	20.00111786
696	19.9918732
697	19.97900957
698	19.97274774
699	19.95870546
700	19.94633476
701	19.93861219
702	19.93259622
703	19.91631275
704	19.90999806
705	19.90360819
706	19.89637761
707	19.89088761
708	19.88412686
709	19.88084876
710	19.87277592
711	19.85776842
712	19.85001573
713	19.83842911
714	19.82443343
715	19.81851158
716	19.80921268
717	19.79900346
718	19.78892499
719	19.77289877
720	19.7602936
721	19.74693512
722	19.73148365
723	19.72206465
724	19.70747816
725	19.70213491
726	19.70168306
727	19.69853394
728	19.68555755
729	19.66899674
730	19.65641988
731	19.64302336
732	19.63385501
733	19.62405177
734	19.6118616
735	19.60611293
736	19.60068927
737	19.59843878
738	19.58622466
739	19.57679728
740	19.57156863
741	19.56659036
742	19.56099551
743	19.55971161
744	19.55148621
745	19.54646241
746	19.5416916
747	19.53081606
748	19.51514208
749	19.50591442
750	19.4968932
751	19.48420952
752	19.47914908
753	19.46807974
754	19.4630623
755	19.45688864
756	19.45077191
757	19.44232619
758	19.4338609
759	19.42675501
760	19.42146944
761	19.41413563
762	19.40370704
763	19.3936456
764	19.38509779
765	19.37771292
766	19.3715687
767	19.36743648
768	19.35708043
769	19.35043655
770	19.3411328
771	19.33685829
772	19.32277816
773	19.31300959
774	19.30459751
775	19.29681598
776	19.29570269
777	19.2881367
778	19.27088476
779	19.24619453
780	19.23959834
781	19.23120915
782	19.22125476
783	19.21777719
784	19.2151134
785	19.2146952
786	19.21133823
787	19.19406101
788	19.17958832
789	19.17669178
790	19.16147374
791	19.15051761
792	19.1498837
793	19.14261678
794	19.1389934
795	19.13307928
796	19.12523691
797	19.11261952
798	19.0984697
799	19.07570028
800	19.06126403
801	19.05787703
802	19.04560153
803	19.03856312
804	19.03158258
805	19.02129476
806	19.01626121
807	19.0086283
808	19.00135915
809	18.9944927
810	18.9831704
811	18.9813113
812	18.97374377
813	18.96609778
814	18.95821768
815	18.94694191
816	18.9392747
817	18.92991633
818	18.92739323
819	18.92199193
820	18.91529145
821	18.90340932
822	18.89001436
823	18.88224439
824	18.87231102
825	18.86820847
826	18.85976233
827	18.85253762
828	18.83847444
829	18.83604805
830	18.83092096
831	18.82258403
832	18.80837141
833	18.79586267
834	18.78817249
835	18.77933048
836	18.77023793
837	18.76668274
838	18.75869716
839	18.75626402
840	18.75420523
841	18.73738193
842	18.73052184
843	18.71994654
844	18.71332745
845	18.70318657
846	18.69724539
847	18.68957302
848	18.68798367
849	18.68218014
850	18.66780854
851	18.66164579
852	18.65097761
853	18.64199121
854	18.62298772
855	18.62075354
856	18.60821311
857	18.60452767
858	18.59536786
859	18.5913832
860	18.58237825
861	18.57236298
862	18.56311031
863	18.55316691
864	18.55259654
865	18.54847211
866	18.54322941
867	18.53528998
868	18.52802452
869	18.52346593
870	18.51475387
871	18.51092479
872	18.50511169
873	18.49344168
874	18.48715048
875	18.47835094
876	18.47614604
877	18.4690889
878	18.46154882
879	18.45288716
880	18.44077495
881	18.43566159
882	18.42728927
883	18.42690077
884	18.42451725
885	18.40783874
886	18.40745695
887	18.39760774
888	18.39171821
889	18.38305529
890	18.37601515
891	18.37565912
892	18.36616842
893	18.35586322
894	18.34927825
895	18.3445188
896	18.33955657
897	18.33301066
898	18.32610121
899	18.32571152
900	18.32264264
901	18.32229612
902	18.3216357
903	18.30895918
904	18.29675448
905	18.29030576
906	18.2822181
907	18.27221239
908	18.27183162
909	18.27150807
910	18.26395795
911	18.25144548
912	18.2395725
913	18.23345761
914	18.22356278
915	18.21802528
916	18.21318722
917	18.20729645
918	18.2062796
919	18.19790659
920	18.18919893
921	18.18503252
922	18.18437468
923	18.17770547
924	18.1720095
925	18.16632546
926	18.16059789
927	18.15071461
928	18.14343131
929	18.13344828
930	18.12173817
931	18.11653221
932	18.10873509
933	18.10027354
934	18.09458162
935	18.08820031
936	18.08329679
937	18.0697642
938	18.06414811
939	18.05763028
940	18.05194607
941	18.04467247
942	18.04301396
943	18.04065276
944	18.03340804
945	18.03175696
946	18.02592049
947	18.02096697
948	18.01339927
949	18.00731664
950	18.00303105
951	17.99258731
952	17.98062275
953	17.98009257
954	17.97192179
955	17.96244248
956	17.95002652
957	17.9427206
958	17.93758026
959	17.93042156
960	17.92371801
961	17.92067166
962	17.91134042
963	17.9011056
964	17.8990848
965	17.8963787
966	17.89224876
967	17.88017478
968	17.8731587
969	17.86783488
970	17.85905786
971	17.85770448
972	17.85446559
973	17.84335488
974	17.84086609
975	17.83567742
976	17.82520153
977	17.81874074
978	17.81373095
979	17.80895455
980	17.7991508
981	17.79361754
982	17.78605866
983	17.7799556
984	17.77493514
985	17.7698716
986	17.76213368
987	17.75187563
988	17.74574988
989	17.73788233
990	17.73192456
991	17.72893779
992	17.72154807
993	17.71667363
994	17.70513135
995	17.70239278
996	17.69016421
997	17.68159956
998	17.67442151
999	17.66706491
